,Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Month,New_Status
1888,219826,BAD SERVICE/ PLEASE HELP,2015-04-06,04-Jun-15,3:21:56 PM,Customer Care Call,Shelby Township,Michigan,48317,Closed,No,April,Closed
1889,362231,Improper modems,2015-06-24,24-Jun-15,2:45:12 PM,Internet,Shelby Township,Michigan,48317,Solved,No,June,Closed
1890,338800,Comcast blocking HBO GO on Playstation,2015-06-13,13-Jun-15,10:15:06 AM,Internet,Shelbyville,Indiana,46176,Solved,No,June,Closed
1891,215141,Comcast run around,2015-04-02,04-Feb-15,6:13:28 PM,Internet,Sheridan,Colorado,80110,Closed,No,April,Closed
1892,218168,Multiple Unauthorized and Unwarranted Credit Checks,2015-04-04,04-Apr-15,8:10:35 PM,Customer Care Call,Shoreview,Minnesota,55126,Closed,No,April,Closed
1893,235629,Comcast Cable Billing Fraud,2015-04-14,14-Apr-15,6:02:57 PM,Customer Care Call,Shreveport,Louisiana,71106,Closed,No,April,Closed
1894,246762,Comcast billing past disconnection time,2015-04-21,21-Apr-15,11:24:34 AM,Internet,Shreveport,Louisiana,71118,Closed,Yes,April,Closed
1895,306916,Comcast will not allow me to cancel my internet service.,2015-05-26,26-May-15,11:58:57 AM,Internet,Shreveport,Louisiana,71106,Solved,Yes,May,Closed
1896,345470,DSL,2015-06-17,17-Jun-15,12:42:56 PM,Customer Care Call,Shreveport,Louisiana,71105,Closed,No,June,Closed
1897,361703,Contract,2015-06-24,24-Jun-15,12:36:04 PM,Customer Care Call,Shreveport,Louisiana,71115,Solved,No,June,Closed
1898,267527,Comcast over charging,2015-04-30,30-Apr-15,7:52:57 PM,Customer Care Call,Silver City,New Mexico,88061,Closed,No,April,Closed
1899,223036,Access issues have returned,2015-04-07,04-Jul-15,9:57:32 PM,Customer Care Call,Silver Spring,Maryland,20910,Closed,No,April,Closed
1900,257349,Comcast Internet Service,2015-04-25,25-Apr-15,8:09:47 PM,Internet,Silver Spring,Maryland,20903,Open,No,April,Open
1901,293593,email sdervice,2015-05-16,16-May-15,6:05:47 PM,Customer Care Call,Sinking Spring,Pennsylvania,10608,Open,No,May,Open
1902,373797,Complaint against Comcast,2015-06-29,29-Jun-15,10:37:26 PM,Internet,Skokie,Illinois,60203,Closed,No,June,Closed
1903,216841,Internet Speed,2015-04-03,04-Mar-15,4:04:30 PM,Internet,Slc,Utah,84124,Closed,No,April,Closed
1904,370691,Comcast Internet Complaint,2015-06-28,28-Jun-15,1:23:56 AM,Customer Care Call,Slc,Utah,84105,Open,No,June,Open
1905,374352,Comcast service agreement,2015-06-30,30-Jun-15,11:43:16 AM,Customer Care Call,Slc,Utah,84109,Solved,No,June,Closed
1906,343068,Comcast Service,2015-06-16,16-Jun-15,12:02:39 PM,Internet,Smyrna,Delaware,19977,Solved,No,June,Closed
1907,373980,Comcast 300GB CAP,2015-06-30,30-Jun-15,8:15:55 AM,Customer Care Call,Smyrna,Georgia,30080,Pending,No,June,Open
1908,223158,Internet Essentials,2015-04-08,04-Aug-15,12:26:24 AM,Internet,Smyrna,Tennessee,37167,Closed,No,April,Closed
1909,360825,Cap complaints,2015-06-24,24-Jun-15,4:14:57 AM,Customer Care Call,Smyrna,Tennessee,37167,Open,Yes,June,Open
1910,370900,Comcast Data Caps,2015-06-28,28-Jun-15,1:11:51 PM,Internet,Smyrna,Tennessee,37167,Solved,No,June,Closed
1911,315515,continue to be scared by comcast,2015-05-30,30-May-15,11:58:23 PM,Internet,Snellville,Georgia,30078,Pending,No,May,Open
1912,364194,Price Plans,2015-06-25,25-Jun-15,11:00:28 AM,Customer Care Call,Snellville,Georgia,30078,Solved,No,June,Closed
1913,371259,Complaint against Comcast Corporation,2015-06-28,28-Jun-15,8:06:28 PM,Internet,Snellville,Georgia,30039,Open,No,June,Open
1914,358524,Pricing discrimination/ monopolistic behavior in an oligopolistic market,2015-06-23,23-Jun-15,2:07:44 PM,Customer Care Call,Snoqualmie,Washington,98065,Solved,No,June,Closed
1915,342060,Internet much slower than advertised,2015-06-15,15-Jun-15,6:16:49 PM,Internet,Somers,New York,10589,Solved,No,June,Closed
1916,359191,Cheating in Bundle Service Pricing,2015-06-23,23-Jun-15,4:16:44 PM,Internet,Somerset,New Jersey,8873,Open,No,June,Open
1917,367242,Deceptive Business Practices by Comcast,2015-06-25,25-Jun-15,10:41:05 PM,Internet,Somerset,New Jersey,8873,Open,No,June,Open
1918,336340,comcast,2015-06-12,06-Dec-15,9:47:20 AM,Internet,Somerset,Pennsylvania,15501,Closed,No,June,Closed
1919,338856,Comcast Monopoly and Abuse,2015-06-13,13-Jun-15,11:06:05 AM,Internet,Somerville,Massachusetts,2143,Solved,No,June,Closed
1920,362997,Comcast Billing,2015-06-24,24-Jun-15,5:46:53 PM,Internet,Somerville,Massachusetts,2143,Closed,No,June,Closed
1921,271145,Billing,2015-05-04,05-Apr-15,10:50:12 AM,Customer Care Call,Somonauk,Illinois,60552,Closed,No,May,Closed
1922,266198,Comcast billing and account issues,2015-04-30,30-Apr-15,12:13:25 PM,Internet,South Bend,Indiana,46615,Closed,Yes,April,Closed
1923,340067,Comcast Rate,2015-06-14,14-Jun-15,5:14:15 PM,Internet,South Bend,Indiana,46601,Solved,No,June,Closed
1924,360268,Comcast Service and Customer Service,2015-06-23,23-Jun-15,9:55:56 PM,Customer Care Call,South Bend,Indiana,46637,Solved,No,June,Closed
1925,364137,Comcast data cap,2015-06-25,25-Jun-15,10:34:04 AM,Internet,South Berwick,Maine,3908,Solved,No,June,Closed
1926,277566,Comcast Internet Service,2015-05-07,05-Jul-15,7:32:13 AM,Customer Care Call,South Hadley,Massachusetts,1075,Solved,No,May,Closed
1927,325430,FCC.gov website for complaints,2015-06-05,06-May-15,2:00:48 PM,Customer Care Call,South Hadley,Massachusetts,1075,Closed,No,June,Closed
1928,308301,Comcast Billing Complaint,2015-05-26,26-May-15,7:59:11 PM,Customer Care Call,South Haven,Michigan,49090,Open,No,May,Open
1929,254669,Denial of service,2015-04-24,24-Apr-15,9:49:00 AM,Internet,South Lyon,Michigan,48178,Closed,No,April,Closed
1930,258986,"Internet Help @ , South Lyon, MI 48178",2015-04-27,27-Apr-15,1:28:24 PM,Customer Care Call,South Lyon,Michigan,48178,Closed,No,April,Closed
1931,259001,"Internet help @ , South Lyon, MI 48178",2015-04-27,27-Apr-15,1:35:11 PM,Customer Care Call,South Lyon,Michigan,48178,Closed,No,April,Closed
1932,256720,very low wireless speed not working well,2015-04-25,25-Apr-15,10:32:11 AM,Internet,South River,New Jersey,8882,Closed,No,April,Closed
1933,309812,internet service from comcast,2015-05-27,27-May-15,4:07:27 PM,Internet,Southampton,Pennsylvania,18966,Solved,No,May,Closed
1934,293693,Comcast,2015-05-16,16-May-15,8:17:04 PM,Customer Care Call,Southaven,Mississippi,38672,Open,No,May,Open
1935,346868,Data Usage Cap,2015-06-17,17-Jun-15,6:12:02 PM,Internet,Southaven,Mississippi,38672,Open,No,June,Open
1936,350181,Charged for data not actually used,2015-06-18,18-Jun-15,5:39:28 PM,Customer Care Call,Southaven,Mississippi,38671,Open,No,June,Open
1937,350184,Charged for data not actually used,2015-06-18,18-Jun-15,5:39:57 PM,Customer Care Call,Southaven,Mississippi,38671,Closed,No,June,Closed
1938,362544,Data overage charges,2015-06-24,24-Jun-15,3:59:46 PM,Internet,Southaven,Mississippi,38671,Solved,No,June,Closed
1939,339614,Poor internet,2015-06-13,13-Jun-15,10:37:11 PM,Customer Care Call,Southfield,Michigan,48034,Open,No,June,Open
1940,375943,Speed,2015-06-30,30-Jun-15,7:11:06 PM,Internet,Southfield,Michigan,48076,Open,No,June,Open
1941,261499,billing issues,2015-04-28,28-Apr-15,1:31:05 PM,Customer Care Call,Spokane,Washington,99205,Closed,No,April,Closed
1942,270680,"Fraudulent billing, erroneous billing, overbilling",2015-05-03,05-Mar-15,4:10:46 PM,Customer Care Call,Spokane,Washington,99201,Closed,No,May,Closed
1943,361098,xfinity customer service,2015-06-24,24-Jun-15,9:57:42 AM,Internet,Spokane,Washington,99208,Solved,No,June,Closed
1944,363813,Internet price,2015-06-25,25-Jun-15,4:40:33 AM,Customer Care Call,Spokane,Washington,99223,Solved,No,June,Closed
1945,218518,Comcast throttling my high-speed internet,2015-04-05,04-May-15,3:24:23 PM,Customer Care Call,Spokane Valley,Washington,99216,Closed,No,April,Closed
1946,375809,Slow internet / Over Charged Billing,2015-06-30,30-Jun-15,6:26:09 PM,Internet,Spokane Valley,Washington,99212,Open,Yes,June,Open
1947,314752,No internet available since a comcast techinitian did an intervention to change plans,2015-05-30,30-May-15,8:00:45 AM,Internet,Spring,Texas,77382,Solved,No,May,Closed
1948,352940,Comcast Xfinity Monopoly Abuses,2015-06-19,19-Jun-15,6:35:52 PM,Internet,Spring,Texas,77389,Open,No,June,Open
1949,359794,Comcast Billing Support and Practices,2015-06-23,23-Jun-15,6:56:46 PM,Internet,Spring,Texas,77388,Solved,No,June,Closed
1950,364963,Extremely Poor Customer Service,2015-06-25,25-Jun-15,1:10:31 PM,Internet,Spring,Texas,77373,Solved,Yes,June,Closed
1951,316650,Interrnet Service,2015-06-01,06-Jan-15,12:41:14 PM,Customer Care Call,Spring City,Pennsylvania,19475,Closed,No,June,Closed
1952,244218,Comcast,2015-04-20,20-Apr-15,10:19:31 AM,Customer Care Call,Spring Lake,Michigan,49456,Closed,No,April,Closed
1953,256691,Comcast Cable and Internet,2015-04-25,25-Apr-15,9:56:34 AM,Internet,Spring Lake,North Carolina,28390,Closed,No,April,Closed
1954,218124,Comcast,2015-04-04,04-Apr-15,7:06:05 PM,Customer Care Call,Springfield,Illinois,62704,Closed,No,April,Closed
1955,259189,Comcast,2015-04-27,27-Apr-15,2:26:26 PM,Customer Care Call,Springfield,Illinois,62712,Closed,No,April,Closed
1956,283536,Comcast accourt,2015-05-11,05-Nov-15,1:39:44 PM,Internet,Springfield,Illinois,62703,Solved,No,May,Closed
1957,318436,availabilty,2015-06-02,06-Feb-15,11:04:13 AM,Internet,Springfield,Illinois,62711,Closed,No,June,Closed
1958,338859,Comcast Internet Services,2015-06-13,13-Jun-15,11:08:27 AM,Internet,Springfield,Illinois,62703,Solved,No,June,Closed
1959,358498,Unfair billing practices by Comcast Xfinity,2015-06-23,23-Jun-15,2:00:31 PM,Internet,Springfield,Illinois,62704,Solved,No,June,Closed
1960,364896,Unfair Billing Practices,2015-06-25,25-Jun-15,1:05:19 PM,Internet,Springfield,Illinois,62701,Solved,No,June,Closed
1961,371472,Incorrect Billing of NON-RENTED Equipment,2015-06-29,29-Jun-15,6:21:41 AM,Customer Care Call,Springfield,Illinois,62704,Solved,No,June,Closed
1962,242481,paying for hi speed internet 105 mbps,2015-04-17,17-Apr-15,9:02:05 PM,Customer Care Call,Springfield,Massachusetts,1128,Closed,No,April,Closed
1963,350035,"Comcast Internet, being charged full price for partial service",2015-06-18,18-Jun-15,4:50:42 PM,Internet,Springfield,Oregon,97478,Solved,No,June,Closed
1964,363649,Poor Quality Service and Broken Promises,2015-06-24,24-Jun-15,10:54:37 PM,Customer Care Call,Springfield,Oregon,97477,Pending,No,June,Open
1965,218097,Monthly Rate Confusion & Poor Customer Support,2015-04-04,04-Apr-15,6:20:50 PM,Internet,St Augustine,Florida,32080,Closed,No,April,Closed
1966,326114,billing complaint - Comcast digital phone/internet service,2015-06-05,06-May-15,6:03:30 PM,Customer Care Call,St Augustine,Florida,32086,Solved,No,June,Closed
1967,357733,Comcast (Xfinity) Internet Service,2015-06-23,23-Jun-15,10:52:14 AM,Internet,St Augustine,Florida,32084,Solved,No,June,Closed
1968,340158,Cant cancel internet on Sundays?,2015-06-14,14-Jun-15,7:33:20 PM,Customer Care Call,St Cloud,Florida,34772,Solved,No,June,Closed
1969,361572,Internet Speeds,2015-06-24,24-Jun-15,12:10:30 PM,Customer Care Call,St Johns,Florida,32259,Solved,No,June,Closed
1970,313370,Comcast - HBO - PS3,2015-05-29,29-May-15,12:44:16 PM,Internet,St Paul,Minnesota,55104,Pending,No,May,Open
1971,369429,Over Charged for Service Never Received,2015-06-26,26-Jun-15,9:52:17 PM,Customer Care Call,St. Augustine,Florida,32080,Solved,No,June,Closed
1972,262108,Comcast,2015-04-28,28-Apr-15,4:03:22 PM,Customer Care Call,St. Paul,Minnesota,55108,Closed,No,April,Closed
1973,320534,Billing Issues,2015-06-03,06-Mar-15,10:55:17 AM,Internet,St. Paul,Minnesota,55116,Closed,No,June,Closed
1974,362731,Internet speeds not as advertised. Bandwith not available as advertised,2015-06-24,24-Jun-15,4:38:27 PM,Customer Care Call,St. Paul,Minnesota,55116,Solved,No,June,Closed
1975,376190,Comcast Xfinity Deceptive Billing Practices,2015-06-30,30-Jun-15,9:33:20 PM,Customer Care Call,St. Paul,Minnesota,55116,Closed,No,June,Closed
1976,329610,Xfiniti account,2015-06-08,06-Aug-15,9:33:54 PM,Customer Care Call,Steamboat Springs,Colorado,80477,Solved,No,June,Closed
1977,297456,Excessive early termination fees due immediately after 10+ years of service,2015-05-19,19-May-15,3:45:08 PM,Internet,Stephens City,Virginia,22655,Solved,No,May,Closed
1978,247328,Comcast Complaint,2015-04-21,21-Apr-15,1:17:54 PM,Internet,Sterling,Illinois,61081,Closed,Yes,April,Closed
1979,372295,"Comcast Forcing me to purchase cable tv, only want internet",2015-06-29,29-Jun-15,1:36:41 PM,Customer Care Call,Sterling,Illinois,61081,Solved,No,June,Closed
1980,262192,installed on 4/26 still not working,2015-04-28,28-Apr-15,4:27:34 PM,Customer Care Call,Sterling,Virginia,20166,Closed,No,April,Closed
1981,322413,Comcast / Xfinity Billing Issue,2015-06-03,06-Mar-15,10:29:02 PM,Internet,Sterling Heights,Michigan,48312,Solved,No,June,Closed
1982,369649,Xfinity security system,2015-06-27,27-Jun-15,8:28:16 AM,Internet,Sterling Heights,Michigan,48310,Solved,No,June,Closed
1983,361383,Billing Overcharging Issues By Comcast,2015-06-24,24-Jun-15,11:14:43 AM,Internet,Sterling Hts,Michigan,48310,Pending,No,June,Open
1984,359099,Internet Speed Cut in Half with no Notification,2015-06-23,23-Jun-15,3:55:31 PM,Internet,Stevensville,Michigan,49127,Pending,No,June,Open
1985,337660,internet access,2015-06-12,06-Dec-15,4:23:28 PM,Customer Care Call,Stillwater,Minnesota,55082,Pending,No,June,Open
1986,327569,Data Caps,2015-06-07,06-Jul-15,6:09:44 PM,Internet,Stockbridge,Georgia,30281,Solved,No,June,Closed
1987,362576,Comcast Data Cap,2015-06-24,24-Jun-15,4:04:24 PM,Customer Care Call,Stockbridge,Georgia,30281,Pending,No,June,Open
1988,236066,Complaint#67455,2015-04-14,14-Apr-15,9:38:30 PM,Customer Care Call,Stockton,California,95219,Closed,No,April,Closed
1989,319877,Bad interner speeds and access,2015-06-02,06-Feb-15,7:54:40 PM,Customer Care Call,Stockton,California,95062,Closed,Yes,June,Closed
1990,360748,Billing practices,2015-06-24,24-Jun-15,2:11:24 AM,Internet,Stockton,California,95219,Closed,No,June,Closed
1991,368078,Fraud,2015-06-26,26-Jun-15,12:47:29 PM,Customer Care Call,Stockton,California,95202,Open,No,June,Open
1992,211784,billing,2015-04-01,04-Jan-15,12:32:23 PM,Customer Care Call,Stone Mountain,Georgia,30083,Closed,No,April,Closed
1993,220145,No email service from Comcast,2015-04-06,04-Jun-15,5:02:34 PM,Internet,Stone Mountain,Georgia,30087,Closed,No,April,Closed
1994,223729,Service Quality,2015-04-08,04-Aug-15,11:54:56 AM,Customer Care Call,Stone Mountain,Georgia,30088,Closed,No,April,Closed
1995,336079,No internet service,2015-06-11,06-Nov-15,10:35:03 PM,Internet,Stone Mountain Ga,Georgia,30087,Solved,No,June,Closed
1996,218840,COMPLAINT ABOUT COMCAST/XFinity,2015-04-06,04-Jun-15,9:02:43 AM,Customer Care Call,Stoughton,Massachusetts,2072,Closed,No,April,Closed
1997,372154,Comcast- Unfair Pricing,2015-06-29,29-Jun-15,12:55:22 PM,Customer Care Call,Streamwood,Illinois,60107,Open,No,June,Open
1998,333465,high speed internet access,2015-06-10,06-Oct-15,5:32:37 PM,Customer Care Call,Stuart,Florida,24996,Closed,No,June,Closed
1999,344690,Internet being throttled,2015-06-16,16-Jun-15,10:58:37 PM,Internet,Sugar Land,Texas,77479,Open,No,June,Open
2000,308769,no internet service for more than 20 days,2015-05-27,27-May-15,9:46:33 AM,Internet,Sugarland,Texas,77479,Solved,No,May,Closed
2001,303597,Paying for service for 12 months without recieving the service,2015-05-22,22-May-15,2:31:20 PM,Customer Care Call,Suisun City,California,94585,Solved,No,May,Closed
2002,233471,Internet Outage,2015-04-13,13-Apr-15,8:19:14 PM,Internet,Suitland,Maryland,20746,Closed,No,April,Closed
2003,356742,Comcast data cap,2015-06-22,22-Jun-15,5:43:44 PM,Internet,Sullivan's Island,South Carolina,29482,Solved,No,June,Closed
2004,361903,Continuous Internet problems.,2015-06-24,24-Jun-15,1:22:57 PM,Customer Care Call,Summerfield,Florida,34491,Solved,No,June,Closed
2005,255037,Billing - Comcast,2015-04-24,24-Apr-15,12:22:26 PM,Internet,Sunnyvale,California,94087,Closed,No,April,Closed
2006,272394,Comcast refusing to fix connectivity issues,2015-05-04,05-Apr-15,5:22:20 PM,Customer Care Call,Sunnyvale,California,94087,Solved,No,May,Closed
2007,308850,Comcast charged me higher than quoted on the phone,2015-05-27,27-May-15,10:43:01 AM,Internet,Sunnyvale,California,94089,Solved,No,May,Closed
2008,331848,Misleading and deceptive sale of Internet service,2015-06-09,06-Sep-15,10:59:40 PM,Customer Care Call,Sunnyvale,California,94086,Solved,No,June,Closed
2009,307472,Comcast Refund and discontinue Service billing,2015-05-26,26-May-15,2:28:50 PM,Customer Care Call,Sunrise,Florida,33351,Open,No,May,Open
2010,242577,Comcast service and pricing,2015-04-17,17-Apr-15,11:08:08 PM,Internet,Suquamish,Washington,98392,Closed,No,April,Closed
2011,265823,Billed for services not ordered or recieved,2015-04-30,30-Apr-15,9:47:27 AM,Customer Care Call,Surf City,New Jersey,8008,Closed,No,April,Closed
2012,213518,Xfinity/Comcast throttles bandwidth way below contract level,2015-04-02,04-Feb-15,8:29:01 AM,Customer Care Call,Suwanee,Georgia,30024,Closed,No,April,Closed
2013,344883,Comcast Data Usage Limit in Atlanta,2015-06-17,17-Jun-15,9:54:55 AM,Customer Care Call,Suwanee,Georgia,30024,Solved,No,June,Closed
2014,369563,comcast data caps,2015-06-27,27-Jun-15,12:33:29 AM,Internet,Suwanee,Georgia,30038,Pending,No,June,Open
2015,290085,COMCAST INTERNET,2015-05-14,14-May-15,2:32:01 PM,Customer Care Call,Swedesboro,New Jersey,8085,Solved,No,May,Closed
2016,345639,Recent fines to AT&T and possibly...,2015-06-17,17-Jun-15,1:23:44 PM,Internet,Swoyersville,Pennsylvania,18704,Open,No,June,Open
2017,358840,Predatory Monopolistic Pricing,2015-06-23,23-Jun-15,3:07:40 PM,Customer Care Call,Sykesville,Maryland,21784,Solved,No,June,Closed
2018,363603,Outrageous Comcast charges,2015-06-24,24-Jun-15,10:22:12 PM,Internet,Sykesville,Maryland,21784,Solved,No,June,Closed
2019,371208,Price fixing and monopolistic behaivor,2015-06-28,28-Jun-15,6:33:01 PM,Customer Care Call,Sykesville,Maryland,21784,Solved,No,June,Closed
2020,258152,Customer service,2015-04-27,27-Apr-15,7:00:03 AM,Internet,Tabernacle,New Jersey,8088,Closed,No,April,Closed
2021,326331,bills/identity,2015-06-05,06-May-15,8:44:55 PM,Customer Care Call,Tacoma,Washington,98405,Solved,No,June,Closed
